id,module_id,code,question_type,question_text,question_image_original,question_image,answer,question_order_text,question_graph_content,seq_no,difficulty,points_earned,translatable,status,created_by,updated_by,created_by,updated_by,deleted_by
21435,293,21435,MC,Identify if the sentence has a shift in verb or not.<br/><br/>I was told the store closed down. I was very sad when I heard about it.,,,,,,3,3,1,,Enabled,,,,,
21436,293,21436,MC,Identify if the sentence has a shift in verb or not.<br/><br/>The president will be attending the meeting. I was even told that to attend.,,,,,,4,3,1,,Enabled,,,,,
21437,293,21437,MC,Identify if the sentence has a shift in verb or not.<br/><br/>Tom is quitting the team. I was very sad when Rick tells me.,,,,,,5,3,1,,Enabled,,,,,
21438,293,21438,MC,Identify if the sentence has a shift in verb or not.<br/><br/>I will go and start a business. Hopefully I will be able to hire professionals.,,,,,,6,3,1,,Enabled,,,,,
21439,293,21439,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>The people were beginning to panic. I find it strange, that they are panicking over a small matter.",,,,,,7,3,1,,Enabled,,,,,
21440,293,21440,MC,Identify if the sentence has a shift in verb or not.<br/><br/>Peter was studying hard. He is told that the exam is postponed.,,,,,,8,3,1,,Enabled,,,,,
21441,293,21441,MC,Identify if the sentence has a shift in verb or not.<br/><br/>I was watching the Olympic games and I was cheering hard for my favorite team.,,,,,,9,3,1,,Enabled,,,,,
21442,293,21442,MC,Identify if the sentence has a shift in verb or not.<br/><br/>I was looking at everybody going to the beach. It really makes me jealous that they have the time to have fun.,,,,,,10,3,1,,Enabled,,,,,
21443,293,21443,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>I was cleaning the computer, when the power went out.",,,,,,11,3,1,,Enabled,,,,,
21444,293,21444,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>Kurt and Wade were playing tennis, while I was watching them.",,,,,,12,3,1,,Enabled,,,,,
21445,293,21445,MC,Identify if the sentence has a shift in verb or not.<br/><br/>I will be attending a conference tomorrow. Good thing I was able to cancel my meetings.,,,,,,13,3,1,,Enabled,,,,,
21446,293,21446,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>I kept a record of my grades, because they are my most happiest moments.",,,,,,14,3,1,,Enabled,,,,,
21447,293,21447,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>My name is being called, but I was unable to hear a thing.",,,,,,15,3,1,,Enabled,,,,,
21448,293,21448,MC,Identify if the sentence has a shift in verb or not.<br/><br/>My friends told me to pick out a suit. They said I need to wear one for their wedding.,,,,,,16,3,1,,Enabled,,,,,
21449,293,21449,MC,Identify if the sentence has a shift in verb or not.<br/><br/>Sean is a very careful person and he was not expecting an accident to happen.,,,,,,17,3,1,,Enabled,,,,,
21450,293,21450,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>When I decide to go home, I will make sure everyone knows.",,,,,,18,3,1,,Enabled,,,,,
21451,293,21451,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>I ran across the room, but then I realized the floor was wet.",,,,,,19,3,1,,Enabled,,,,,
21452,293,21452,MC,"Identify if the sentence has a shift in verb or not.<br/><br/>Nick was telling me the funniest story, when Merry decided to interrupt us.",,,,,,20,3,1,,Enabled,,,,,
21453,294,21453,FIB,Write and Identify the helping verb in the sentence.<br/><br/>He is writing a letter.,,,is,,,4,1,1,,Enabled,,,,,
21454,294,21454,FIB,Write and Identify the helping verb in the sentence.<br/><br/>They are cleaning the streets.,,,are,,,5,1,1,,Enabled,,,,,
21455,294,21455,FIB,Write and Identify the helping verb in the sentence.<br/><br/>He will go to school tomorrow.,,,will,,,6,1,1,,Enabled,,,,,
21456,294,21456,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Carl had written something on the table.,,,had,,,7,1,1,,Enabled,,,,,
21457,294,21457,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Peter shall study for the exam.,,,shall,,,8,1,1,,Enabled,,,,,
21458,294,21458,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Mary can see everything from here.,,,can,,,9,1,1,,Enabled,,,,,
21459,294,21459,FIB,Write and Identify the helping verb in the sentence.<br/><br/>I am learning a new language.,,,am,,,10,1,1,,Enabled,,,,,
21460,294,21460,FIB,Write and Identify the helping verb in the sentence.<br/><br/>I might fish in the ocean.,,,might,,,11,1,1,,Enabled,,,,,
21461,294,21461,FIB,Write and Identify the helping verb in the sentence.<br/><br/>I have decided to go home.,,,have,,,12,1,1,,Enabled,,,,,
21462,294,21462,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Jun will sail the seas.,,,will,,,13,1,1,,Enabled,,,,,
21463,294,21463,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Kurt must be tired.,,,must,,,14,1,1,,Enabled,,,,,
21464,294,21464,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Dwayne has helped with the security.,,,has,,,15,1,1,,Enabled,,,,,
21465,294,21465,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Luis is studying hard.,,,is,,,16,1,1,,Enabled,,,,,
21466,294,21466,FIB,Write and Identify the helping verb in the sentence.<br/><br/>We were hunting for food.,,,were,,,17,1,1,,Enabled,,,,,
21467,294,21467,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Carl did nothing.,,,did,,,18,1,1,,Enabled,,,,,
21468,294,21468,FIB,Write and Identify the helping verb in the sentence.<br/><br/>He must be tired.,,,must be,,,4,2,1,,Enabled,,,,,
21469,294,21469,FIB,Write and Identify the helping verb in the sentence.<br/><br/>George has placed the key on the table.,,,has,,,5,2,1,,Enabled,,,,,
21470,294,21470,FIB,Write and Identify the helping verb in the sentence.<br/><br/>The turtles have gone back to the ocean.,,,have,,,6,2,1,,Enabled,,,,,
21471,294,21471,FIB,Write and Identify the helping verb in the sentence.<br/><br/>They could bring their own lunch.,,,could,,,7,2,1,,Enabled,,,,,
21472,294,21472,FIB,Write and Identify the helping verb in the sentence.<br/><br/>He may eat outside the school.,,,may,,,8,2,1,,Enabled,,,,,
21473,294,21473,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Rick must be dreaming.,,,must be,,,9,2,1,,Enabled,,,,,
21474,294,21474,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Jill will clean the classroom with her classmates.,,,will,,,10,2,1,,Enabled,,,,,
21475,294,21475,FIB,Write and Identify the helping verb in the sentence.<br/><br/>I can understand your problem.,,,can,,,11,2,1,,Enabled,,,,,
21476,294,21476,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Theresa has been sick for days.,,,has been,,,12,2,1,,Enabled,,,,,
21477,294,21477,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Harold and Dexter are taking an exam.,,,are,,,13,2,1,,Enabled,,,,,
21478,294,21478,FIB,Write and Identify the helping verb in the sentence.<br/><br/>He must learn from the best.,,,must,,,14,2,1,,Enabled,,,,,
21479,294,21479,FIB,Write and Identify the helping verb in the sentence.<br/><br/>The doctors are absent today.,,,are,,,15,2,1,,Enabled,,,,,
21480,294,21480,FIB,Write and Identify the helping verb in the sentence.<br/><br/>The priests will hold a mass.,,,hold,,,16,2,1,,Enabled,,,,,
21481,294,21481,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Peter was diagnosed with chickenpox,,,was,,,17,2,1,,Enabled,,,,,
21482,294,21482,FIB,Write and Identify the helping verb in the sentence.<br/><br/>Melissa might decide to leave early.,,,might,,,18,2,1,,Enabled,,,,,
21483,294,21483,MC,Choose the correct helping verb for the sentence.<br/><br/>I__cleaning the lobby.,,,,,,19,2,1,,Enabled,,,,,
21484,294,21484,MC,"Choose the correct helping verb for the sentence.<br/><br/>Tomorrow, Eric__practice with the team.",,,,,,20,2,1,,Enabled,,,,,
21485,294,21485,MC,Choose the correct helping verb for the sentence.<br/><br/>She___brought a cat to school.,,,,,,19,1,1,,Enabled,,,,,
21486,294,21486,MC,Choose the correct helping verb for the sentence.<br/><br/>They___marching to the gym.,,,,,,4,3,1,,Enabled,,,,,
21487,294,21487,MC,Choose the correct helping verb for the sentence.<br/><br/>John___playing hopscotch.,,,,,,5,3,1,,Enabled,,,,,
21488,294,21488,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last week, Peter___eaten dumplings.",,,,,,6,3,1,,Enabled,,,,,
21489,294,21489,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last year, Everyone___attending the party.",,,,,,7,3,1,,Enabled,,,,,
21490,294,21490,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last year, Jess and Elise___eating at a fancy restaurant.",,,,,,8,3,1,,Enabled,,,,,
21491,294,21491,MC,Choose the correct helping verb for the sentence.<br/><br/>He___swim a thousand miles.,,,,,,9,3,1,,Enabled,,,,,
21492,294,21492,MC,Choose the correct helping verb for the sentence.<br/><br/>Andrew and Jack____seen the movie of the year.,,,,,,10,3,1,,Enabled,,,,,
21493,294,21493,MC,"Choose the correct helping verb for the sentence.<br/><br/>Next year, Raymond___buy a new car.",,,,,,11,3,1,,Enabled,,,,,
21494,294,21494,MC,Choose the correct helping verb for the sentence.<br/><br/>I__studying advance mathematics.,,,,,,12,3,1,,Enabled,,,,,
21495,294,21495,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last month, Many hunters____hiding in the bushes.",,,,,,13,3,1,,Enabled,,,,,
21496,294,21496,MC,Choose the correct helping verb for the sentence.<br/><br/>The manager___give you permission.,,,,,,14,3,1,,Enabled,,,,,
21497,294,21497,MC,Choose the correct helping verb for the sentence.<br/><br/>Patrick___attending a special class.,,,,,,15,3,1,,Enabled,,,,,
21498,294,21498,MC,Choose the correct helping verb for the sentence.<br/><br/>The army__given us an ultimatum.,,,,,,16,3,1,,Enabled,,,,,
21499,294,21499,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last month, Someone___stolen my bike.",,,,,,17,3,1,,Enabled,,,,,
21500,294,21500,MC,Choose the correct helping verb for the sentence.<br/><br/>Nate and Benedict___Spoken to their mother.,,,,,,18,3,1,,Enabled,,,,,
21501,294,21501,MC,Choose the correct helping verb for the sentence.<br/><br/>I___clean my room.,,,,,,19,3,1,,Enabled,,,,,
21502,294,21502,MC,"Choose the correct helping verb for the sentence.<br/><br/>Last night, Dennis___playing basketball.",,,,,,20,3,1,,Enabled,,,,,
21503,294,21503,MC,Choose the correct helping verb for the sentence.<br/><br/>Don___making his homework.,,,,,,21,3,1,,Enabled,,,,,
21504,295,21504,FIB,Identify the progressive tense in the sentence.<br/><br/> I am writing a book.,,,writing,,,1,1,1,,Enabled,,,,,
21505,295,21505,FIB,Identify the progressive tense in the sentence.<br/><br/> They were sweeping the floor.,,,sweeping,,,2,1,1,,Enabled,,,,,
21506,295,21506,FIB,Identify the progressive tense in the sentence.<br/><br/> I will be watching television.,,,watching,,,3,1,1,,Enabled,,,,,
21507,295,21507,FIB,Identify the progressive tense in the sentence.<br/><br/> John will be sleeping soundly.,,,sleeping,,,4,1,1,,Enabled,,,,,
21508,295,21508,FIB,Identify the progressive tense in the sentence.<br/><br/> Kurt is ironing his clothes.,,,ironing,,,5,1,1,,Enabled,,,,,
21509,295,21509,FIB,Identify the progressive tense in the sentence.<br/><br/> He was baking cookies.,,,baking,,,6,1,1,,Enabled,,,,,
21510,295,21510,FIB,Identify the progressive tense in the sentence.<br/><br/> My mother is cleaning the house.,,,cleaning,,,7,1,1,,Enabled,,,,,
21511,295,21511,FIB,Identify the progressive tense in the sentence.<br/><br/> My friends and I are washing the dishes.,,,washing,,,8,1,1,,Enabled,,,,,
21512,295,21512,FIB,Identify the progressive tense in the sentence.<br/><br/> I am answering the questions in the exam.,,,answering,,,9,1,1,,Enabled,,,,,
21513,295,21513,FIB,Identify the progressive tense in the sentence.<br/><br/> Sheila is exercising outside the house.,,,exercising,,,10,1,1,,Enabled,,,,,
21514,295,21514,FIB,Identify the progressive tense in the sentence.<br/><br/> My friend is marrying the love of his life.,,,marrying,,,11,1,1,,Enabled,,,,,
21515,295,21515,FIB,Identify the progressive tense in the sentence.<br/><br/> Scot is eating a sandwich.,,,eating,,,12,1,1,,Enabled,,,,,
21516,295,21516,FIB,Identify the progressive tense in the sentence.<br/><br/> Nick was examining the crash.,,,examining,,,13,1,1,,Enabled,,,,,
21517,295,21517,FIB,Identify the progressive tense in the sentence.<br/><br/> Beatrice will be entertaining the guests.,,,entertaining,,,14,1,1,,Enabled,,,,,
21518,295,21518,FIB,Identify the progressive tense in the sentence.<br/><br/> He is screening the applicants.,,,screening,,,15,1,1,,Enabled,,,,,
21519,295,21519,FIB,Identify the progressive tense in the sentence.<br/><br/> Patrice will be riding in a luxury car.,,,riding,,,16,1,1,,Enabled,,,,,
21520,295,21520,FIB,Identify the progressive tense in the sentence.<br/><br/> The birds are flying over the bridge.,,,flying,,,17,1,1,,Enabled,,,,,
21521,295,21521,FIB,Identify the progressive tense in the sentence.<br/><br/> I am carrying my luggage to my room.,,,carrying,,,18,1,1,,Enabled,,,,,
21522,295,21522,FIB,Identify the progressive tense in the sentence.<br/><br/> The fishes are swimming in the ocean.,,,swimming,,,19,1,1,,Enabled,,,,,
21523,295,21523,FIB,Identify the progressive tense in the sentence.<br/><br/> The police will be securing the hotel.,,,securing,,,20,1,1,,Enabled,,,,,
21524,295,21524,FIB,Identify the progressive tense in the sentence.<br/><br/> The planet is rotating slowly everyday.,,,rotating,,,21,1,1,,Enabled,,,,,
21525,295,21525,FIB,Identify the progressive tense in the sentence.<br/><br/> Mira was finishing her project,,,finishing,,,1,2,1,,Enabled,,,,,
21526,295,21526,FIB,Identify the progressive tense in the sentence.<br/><br/> Danika and Nathan are going to the museum.,,,going,,,2,2,1,,Enabled,,,,,
21527,295,21527,FIB,Identify the progressive tense in the sentence.<br/><br/> Jude will be travelling alone.,,,travelling,,,3,2,1,,Enabled,,,,,
21528,295,21528,FIB,Identify the progressive tense in the sentence.<br/><br/> The cat is scratching the post.,,,scratching,,,4,2,1,,Enabled,,,,,
21529,295,21529,FIB,Identify the progressive tense in the sentence.<br/><br/> The dogs were sniffing each other.,,,sniffing,,,5,2,1,,Enabled,,,,,
21530,295,21530,FIB,Identify the progressive tense in the sentence.<br/><br/> The two parrots are talking to each other.,,,parrots,,,6,2,1,,Enabled,,,,,
21531,295,21531,FIB,Identify the progressive tense in the sentence.<br/><br/> Kurt is diving into the ocean.,,,diving,,,7,2,1,,Enabled,,,,,
21532,295,21532,FIB,Identify the progressive tense in the sentence.<br/><br/>Bea is practicing her penmanship.,,,practicing,,,8,2,1,,Enabled,,,,,
21533,295,21533,FIB,Identify the progressive tense in the sentence.<br/><br/> I will be running around town.,,,running,,,9,2,1,,Enabled,,,,,
21534,295,21534,MC,Choose the correct type of progressive tense.<br/><br/>The dolphins are swimming in the ocean.,,,,,,10,2,1,,Enabled,,,,,
21535,295,21535,MC,Choose the correct type of progressive tense.<br/><br/>The pandas were waking up from their sleep.,,,,,,11,2,1,,Enabled,,,,,
21536,295,21536,MC,Choose the correct type of progressive tense.<br/><br/>Maya will be listening to the radios.,,,,,,12,2,1,,Enabled,,,,,
21537,295,21537,MC,Choose the correct type of progressive tense.<br/><br/>Luis is cutting the weeds.,,,,,,1,3,1,,Enabled,,,,,
21538,295,21538,MC,Choose the correct type of progressive tense.<br/><br/>Jason is entering the school.,,,,,,2,3,1,,Enabled,,,,,
21539,295,21539,MC,Choose the correct type of progressive tense.<br/><br/>Mitch was cooking his dinner.,,,,,,3,3,1,,Enabled,,,,,
21540,295,21540,MC,Choose the correct type of progressive tense.<br/><br/>Kent will be looking for work.,,,,,,4,3,1,,Enabled,,,,,
21541,295,21541,MC,Choose the correct type of progressive tense.<br/><br/>The dogs are walking with their owners.,,,,,,5,3,1,,Enabled,,,,,
21542,295,21542,MC,Choose the correct type of progressive tense.<br/><br/>Rufus was crying all day.,,,,,,6,3,1,,Enabled,,,,,
21543,295,21543,MC,Choose the correct type of progressive tense.<br/><br/>They will be making the costumes tomorrow.,,,,,,7,3,1,,Enabled,,,,,
21544,295,21544,MC,Choose the correct type of progressive tense.<br/><br/>The sun is setting and I have to go home.,,,,,,8,3,1,,Enabled,,,,,
21545,295,21545,MC,Choose the correct type of progressive tense.<br/><br/>Mia was preparing the ingredients.,,,,,,9,3,1,,Enabled,,,,,
21546,295,21546,MC,Choose the correct type of progressive tense.<br/><br/>The group of students is looking for the exit.,,,,,,10,3,1,,Enabled,,,,,
21547,295,21547,MC,Choose the correct type of progressive tense.<br/><br/>The boats were docking near the harbor.,,,,,,11,3,1,,Enabled,,,,,
21548,295,21548,MC,Choose the correct type of progressive tense.<br/><br/>Josh will be finishing his project in the afternoon.,,,,,,12,3,1,,Enabled,,,,,
21549,295,21549,MC,Choose the correct type of progressive tense.<br/><br/>The players are practicing hard.,,,,,,13,3,1,,Enabled,,,,,
21550,295,21550,MC,Choose the correct type of progressive tense.<br/><br/>She will be conducting an experiment.,,,,,,14,3,1,,Enabled,,,,,
21551,295,21551,MC,Choose the correct type of progressive tense.<br/><br/>Robert was typing in his resume.,,,,,,15,3,1,,Enabled,,,,,
21552,295,21552,MC,Choose the correct type of progressive tense.<br/><br/>Lawson and Pears were helping an injured man.,,,,,,16,3,1,,Enabled,,,,,
21553,295,21553,MC,Choose the correct type of progressive tense.<br/><br/>Trish is catching a bug.,,,,,,17,3,1,,Enabled,,,,,
21554,295,21554,MC,Choose the correct type of progressive tense.<br/><br/>The director was taking a break.,,,,,,18,3,1,,Enabled,,,,,
21555,295,21555,MC,Choose the correct type of progressive tense.<br/><br/>Lisa was sharing her experience with the class.,,,,,,19,3,1,,Enabled,,,,,
21556,295,21556,MC,Choose the correct type of progressive tense.<br/><br/>Billy will be joining the army.,,,,,,20,3,1,,Enabled,,,,,
21557,295,21557,MC,Choose the correct type of progressive tense.<br/><br/>Mark and Jeffrey were tutoring some kids.,,,,,,13,2,1,,Enabled,,,,,
21558,295,21558,MC,Choose the correct type of progressive tense.<br/><br/>Kim is counting her money.,,,,,,14,2,1,,Enabled,,,,,
21559,295,21559,MC,Choose the correct type of progressive tense.<br/><br/>Lance is hoping to enter the college of his choice.,,,,,,15,2,1,,Enabled,,,,,
21560,295,21560,MC,Choose the correct type of progressive tense.<br/><br/>Prince and Stephen were strolling in the park.,,,,,,16,2,1,,Enabled,,,,,
21561,295,21561,MC,Choose the correct type of progressive tense.<br/><br/>I will be singing in the mass today.,,,,,,17,2,1,,Enabled,,,,,
21562,295,21562,MC,Choose the correct type of progressive tense.<br/><br/>Jane will be showing her skills with the violin.,,,,,,18,2,1,,Enabled,,,,,
21563,295,21563,MC,Choose the correct type of progressive tense.<br/><br/>Richard is chopping that block of wood.,,,,,,19,2,1,,Enabled,,,,,
21564,296,21564,FIB,Complete the sentence using the perfect verb tense.<br/><br/>I___(go) to the mall.,,,have gone,,,1,3,1,,Enabled,,,,,
21565,296,21565,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Tomorrow, Ben___(finish) the project.",,,will have finished,,,2,3,1,,Enabled,,,,,
21566,296,21566,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Yesterday, Luke___(clean) the store.",,,had cleaned,,,3,3,1,,Enabled,,,,,
21567,296,21567,FIB,Complete the sentence using the perfect verb tense.<br/><br/>He___(pay) the rent.,,,has paid,,,4,3,1,,Enabled,,,,,
21568,296,21568,FIB,Complete the sentence using the perfect verb tense.<br/><br/>John___(cook) the steak.,,,has cooked,,,5,3,1,,Enabled,,,,,
21569,296,21569,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Next week, they____(take) the exam.",,,will have taken,,,6,3,1,,Enabled,,,,,
21570,296,21570,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Last month, Mike___(order) a christmas tree.",,,had ordered,,,7,3,1,,Enabled,,,,,
21571,296,21571,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Scot___(look) all over the school.,,,has looked,,,8,3,1,,Enabled,,,,,
21572,296,21572,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Ben and Marie____(speak) to their parents.,,,have spoken,,,9,3,1,,Enabled,,,,,
21573,296,21573,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Tony___(meet) his professor in physics.,,,has met,,,10,3,1,,Enabled,,,,,
21574,296,21574,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Tomorrow, Lance___(publish) his book.",,,will have published,,,11,3,1,,Enabled,,,,,
21575,296,21575,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Sheena___(trying) to contact us.,,,has been trying,,,12,3,1,,Enabled,,,,,
21576,296,21576,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Blake___(writing),,,has been writing,,,13,3,1,,Enabled,,,,,
21577,296,21577,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Merry and Jed___(nurse) the small chick.,,,have nursed,,,14,3,1,,Enabled,,,,,
21578,296,21578,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Next Thursday,I____(spend) my time with my family.",,,will have spent,,,15,3,1,,Enabled,,,,,
21579,296,21579,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Nash___(hide) the trophies,,,has hidden,,,16,3,1,,Enabled,,,,,
21580,296,21580,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Earlier, I___(eat) my dinner.",,,had eaten,,,17,3,1,,Enabled,,,,,
21581,296,21581,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Sean___(wait) his entirely life for this moment.,,,has waited,,,18,3,1,,Enabled,,,,,
21582,296,21582,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Tomorrow, Drake___(work) on a new program.",,,will have worked,,,19,3,1,,Enabled,,,,,
21583,296,21583,FIB,Complete the sentence using the perfect verb tense.<br/><br/>We___(place) our orders.,,,have placed,,,20,3,1,,Enabled,,,,,
21584,296,21584,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Beth__(iron) the clothes.,,,has ironed,,,1,2,1,,Enabled,,,,,
21585,296,21585,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Franchis___(deposit) the money to the bank.,,,has deposited,,,2,2,1,,Enabled,,,,,
21586,296,21586,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Yesterday, Bruce___(laugh) together with Ian.",,,had laughed,,,3,2,1,,Enabled,,,,,
21587,296,21587,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Tim___(cutting) the garden.,,,has been cutting.,,,4,2,1,,Enabled,,,,,
21588,296,21588,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Last Monday, I___(tell) my friends about the news.",,,had told,,,5,2,1,,Enabled,,,,,
21589,296,21589,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Next month, I__(sail) to the open seas.",,,will have sailed,,,6,2,1,,Enabled,,,,,
21590,296,21590,FIB,Complete the sentence using the perfect verb tense.<br/><br/>The farmer___(feed) the pigs.,,,has fed,,,7,2,1,,Enabled,,,,,
21591,296,21591,FIB,Complete the sentence using the perfect verb tense.<br/><br/>Lucas___(missing) for days,,,has been missing,,,8,2,1,,Enabled,,,,,
21592,296,21592,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Everyday, Tina___(drive) to the hospital.",,,has driven,,,9,2,1,,Enabled,,,,,
21593,296,21593,FIB,"Complete the sentence using the perfect verb tense.<br/><br/>Yesterday, I___(visit) my friend from school.",,,had visited,,,10,2,1,,Enabled,,,,,
21594,296,21594,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I am walking to school.",,,,,,11,2,1,,Enabled,,,,,
21595,296,21595,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I was told to go home.",,,,,,12,2,1,,Enabled,,,,,
21596,296,21596,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Last night, I had slept soundly.",,,,,,13,2,1,,Enabled,,,,,
21597,296,21597,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>He has called the doctor for help.",,,,,,14,2,1,,Enabled,,,,,
21598,296,21598,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Tommy has been listening for to the teacher for a few hours.",,,,,,15,2,1,,Enabled,,,,,
21599,296,21599,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Jessica did not go home at all.",,,,,,16,2,1,,Enabled,,,,,
21600,296,21600,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I think I am better of travelling by myself.",,,,,,17,2,1,,Enabled,,,,,
21601,296,21601,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Katy has sung such a lovely song.",,,,,,18,2,1,,Enabled,,,,,
21602,296,21602,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Troy has been arranging the chairs and tables.",,,,,,19,2,1,,Enabled,,,,,
21603,296,21603,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I have been studying all night long.",,,,,,20,2,1,,Enabled,,,,,
21604,296,21604,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Sean believes anything can is possible.",,,,,,1,1,1,,Enabled,,,,,
21605,296,21605,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>We are looking for a bag of chips.",,,,,,2,1,1,,Enabled,,,,,
21606,296,21606,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Trish has written a nice poem.",,,,,,3,1,1,,Enabled,,,,,
21607,296,21607,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>John is angry with his sister.",,,,,,4,1,1,,Enabled,,,,,
21608,296,21608,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Lance is not impressed at all with their performance.",,,,,,5,1,1,,Enabled,,,,,
21609,296,21609,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>We have studied really hard for the exam.",,,,,,6,1,1,,Enabled,,,,,
21610,296,21610,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Nick has decided to go to college.",,,,,,7,1,1,,Enabled,,,,,
21611,296,21611,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Holly has kept on pestering her friend to go to the party.",,,,,,8,1,1,,Enabled,,,,,
21612,296,21612,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Neil is handing out some fliers.",,,,,,9,1,1,,Enabled,,,,,
21613,296,21613,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Karen and I should probably hurry unless we want to be late for work.",,,,,,10,1,1,,Enabled,,,,,
21614,296,21614,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Norman had told me that he tried eating sushi in Japan.",,,,,,11,1,1,,Enabled,,,,,
21615,296,21615,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I can't begin to imagine how hard it would be without technology.",,,,,,12,1,1,,Enabled,,,,,
21616,296,21616,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>The police are having a hard time chasing the robber",,,,,,13,1,1,,Enabled,,,,,
21617,296,21617,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>The teacher has excused him from the class.",,,,,,14,1,1,,Enabled,,,,,
21618,296,21618,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't. Ben has been lying down on the floor for 20 minutes.",,,,,,15,1,1,,Enabled,,,,,
21619,296,21619,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>Nash is looking for a new chemistry set.",,,,,,16,1,1,,Enabled,,,,,
21620,296,21620,MC,"Answer yes, if the sentence uses a perfect verb and no if it doesn't.<br/><br/>I will return to work the next day.",,,,,,17,1,1,,Enabled,,,,,
