"Client List","Daftar klien","Client List"
"Import Teacher","Impor guru","Impor Guru"
"Add Content","tambah konten","Add Content"
"Content Code","Kode konten","Kode konten"
"Content Text","Teks konten","Content Text"
"Module Details","Rincian modul","Detail modul"
"Media Type","Jenis media","Media Type"
"-- Select Media Type --","- Pilih Jenis Media -","- Pilih Jenis Media -"
"Teaching Module Name","Nama modul pengajaran","Teaching Module Name"
"Video Url","Video Url","Video Url"
"Video url should have this format:","Video URL harus mempunyai format ini","Video url should have this format :"
"https://player.vimeo.com/video/{video_id}","https://player.vimeo.com/video/{video_id}",
"View Content Image","Lihat Konten Gambar","Lihat Konten Gambar"
"Delete Module Content","Hapus modul konten","Delete Module Content"
"Are you sure you want to delete this content?","Apakah Anda yakin ingin menghapus konten ini?","Apakah Anda yakin ingin menghapus konten ini?"
"Module Content List","Daftar modul konten","Module Content List"
"Add Grade","Tambah tingkatan","Tambahkan Grade"
"Grade Name","Nama tingkatan","Grade Name"
"Grade Code","Kode tingkatan","Kelas Code"
"Group","grup","group"
"-- Select Age Group --","- Pilih Kelompok Umur -","- Pilih Kelompok Umur -"
"Delete Grade","hapus tingkatan","delete Grade"
"Are you sure you want to delete this grade?","Apakah Anda yakin ingin menghapus tingkatan ini?","Apakah Anda yakin ingin menghapus kelas ini?"
"Update Grade","Perbaharui tingkatan","Update Grade"
"Grade List","Daftar tingkatan","Kelas Daftar"
"Grade Management","Manajemen tingkatan","Grade Management"
"Delete Help Request","Hapus permintaan bantuan","Hapus Bantuan Permintaan"
"Are you sure you want to delete this help request?","Apakah anda yakin ingin menghapus permintaan bantuan ini ?","Are you sure you want to delete this help request ?"
"Request Content","Konten permintaan","Permintaan Konten"
"Request Details","Rincian permintaan","Request Rincian"
"-- Select Type --","- Pilih Jenis -","- Pilih Jenis -"
"Request Status","Status permintaan","Status permintaan"
"Help Request Title","Judul permintaan bantuan","Bantuan Permintaan Judul"
"Help Request List","Daftar permintaan bantuan","Bantuan Permintaan Daftar"
"Delete Help Request Answer","Hapus jawaban permintaan bantuan","Hapus Bantuan Permintaan Jawaban"
"Are you sure you want to delete this help request answer?","Apakah anda yakin ingin menghapus jawaban permintaan bantuan ini","Apakah Anda yakin ingin menghapus bantuan ini permintaan jawaban ?"
"Answer Content","Konten jawaban","Jawaban Konten"
"Answer Details","Rincian jawaban","Jawaban Detail"
"Request Answer Status","Status Permintaan Jawaban","Permintaan Jawaban Status"
"Help Answer List","Daftar jawaban bantuan","Bantuan Jawaban Daftar"
"Invoice List","Daftar faktur","Faktur Daftar"
"Invoice Management","Manajemen faktur","Manajemen faktur"
"Order Number","Nomor pesanan","Jumlah order"
"Order #","Pesanan #","Pesanan #"
"-- Select Status --","- Pilih Status -","- Pilih Status -"
"Invoice No","Nomor faktur","Nomor faktur"
"Order List","Daftar Pesanan","Daftar Permintaan"
"Back to Class List","Kembali ke daftar kelas","Kembali ke Kelas Daftar"
"View All Students under this Order","Lihat semua murid dalam pesanan ini","Lihat Semua Siswa di bawah Orde ini"
"Administrator Logs","Catatan Administrator","Administrator Log"
"Error Logs","Catatan Kesalahan","Log kesalahan"
"Security Logs","Catatan Keamanan","Keamanan Log"
"System Logs","Catatan Sistem","Sistem Log"
"Users Logs","Catatan Pengguna","Pengguna Log"
"Administrator","Administrator","Administrator"
"Error|Errors","Kesalahan | Kesalahan","Kesalahan | Kesalahan"
"Users","Pengguna","pengguna"
"Security","Keamanan","Keamanan"
"System","Sistem","Sistem"
"API Accessed","API Diakses","API Diakses"
"Info","info","info"
"Log Details","Rincian log","Log Detail"
"Page Accessed","Halaman Diakses","Halaman Diakses"
"-- Select Response Code --","- Pilih Kode Tanggapan ","- Select Response Code -"
"Response Status","Status Tanggapan","Status respon"
"-- Select Admin Type --","- Select Jenis Admin -","- Select Admin Type -"
"Admin Type","Jenis admin","Jenis admin"
"Value","Nilai","value"
"Download","Unduh","download"
"Log Files","Arsip Catatan","Log Files"
"Agent Used","Agen Digunakan","Agen Digunakan"
"HTTP Response","Tanggapan HTTP","HTTP Response"
"Log Type","Jenis Catatan","Log Type"
"-- Select Log Type --","- Pilih Tipe Catatan -","- Pilih Log Type -"
"-- Select User Type --","- Pilih Jenis Pengguna ","- Pilih Jenis Pengguna "
"User Type","Tipe Pengguna","Tipe Pengguna"
"Add Module","Tambah modul","เพิ่มโมดูล..."
"Common Core Area","Area Inti Umum","Inti Common Area"
"Common Core URL","URL Inti umum","URL Inti umum"
"Points to Unlock","Poin untuk Membuka","Menunjuk ke Aktifkan"
"Points to Finish","Poin untuk Menyelesaikan","Poin untuk selesai"
"-- Select Subject --","- Pilih Subyek -","- Pilih Subjek -"
"Delete Module","Hapus Modul","Hapus Modul"
"Are you sure you want to delete this module?","Apakah Anda yakin ingin menghapus modul ini ?","Apakah Anda yakin ingin menghapus modul ini ?"
"Module Management","Manajemen modul","Manajemen modul"
"Module Name","Nama Modul","Nama Modul"
"Module List","Daftar modul","Modul Daftar"
"Contents","Konten","kandungan"
"Module Content","Konten modul","Modul Konten"
"Q & A","Q & A","Q & A"
"View Image","Lihat gambar","Lihat gambar"
"View Module","Lihat modul","View Module"
"Add Bulk Discount","Tambah diskon massal","Tambahkan Diskon Massal"
"Minimum Seats","Kursi minimum","Kursi minimum"
"Percentage","Persentase","Persentase"
"Percentage List","Daftar persentase","Daftar persentase"
"Update Bulk Discount","Perbaharui diskon massal","Memperbarui Diskon Massal"
"Age Group","Kelompok umur","Kelompok umur"
"Add Client Discount","Tambah diskon klien","Tambahkan Diskon Client"
"Client Discount List","Daftar diskon klien","Client Discount List"
"Update Client Discount","Perbaharui diskon klien","Memperbarui Paket Client"
"Discount Percentage","Persentase diskon","Persentase diskon"
"Add Price","Tambah harga","Tambahkan Harga"
"Days","hari","hari"
"Price List","Daftar Harga","Daftar Harga"
"Update Price","Perbaharui harga","Harga Update"
"Subscription Name","Nama Subskripsi","Nama langganan"
"Bulk Settings","Pengaturan massal","Pengaturan massal"
"Client Discount","Diskon klien","Klien Diskon"
"Price & Discount","Harga & Diskon","Harga & Diskon"
"Price Settings","Pengaturan harga","Pengaturan harga"
"Answer Code","Kode jawaban","Jawaban Code"
"Answer Image","Gambar jawaban","Jawaban Gambar"
"Answer List","Daftar jawaban","Jawaban Daftar"
"Correct Answer","Jawaban yang benar","Jawaban yang benar"
"oordinate","Koordinat","oordinate"
"Count","Hitung","Menghitung"
"Delete Answer","Hapus Jawaban","Hapus Jawaban"
"Are you sure you want to delete this Answer?","Apakah Anda yakin ingin menghapus Jawaban ini ?","Apakah Anda yakin ingin menghapus Jawaban ini ?"
"Field","Bidang","Bidang"
"Field Name","nama bidang","Bidang Nama"
"Label","Label","Label"
"Points Equivalent","Poin setara dengan","Mata setaraf"
"-- Select Answer --","- Pilih Jawaban -","- Pilih Jawaban -"
"X Axis","Sumbu X","X Axis"
"Y Axis","Sumbu Y","Y Axis"
"X Coordinates","Koordinat X","X Koordinat"
"Y Coordinates","Koordinat Y","Y Koordinat"
"Points Earned","Perolehan poin","Poin Earned"
"Graph","Grafik","Grafik"
"Horizontal","Horisontal","Horisontal"
"Multiple Choice","Pilihan ganda","Pilihan ganda"
"Order|Orders","Pesanan","Memesan"
"Orientation","Orientasi","Orientasi"
"Provide","Menyediakan","Menyediakan"
"Quadrant","Kuadran","Kuadran"
"Question Details","Rincian pertanyaan","Detail pertanyaan"
"Question Image","gambar pertanyaan","pertanyaan Gambar"
"answer should be comma separated to indicate the order.","Jawaban harus dipisahkan dengan tanda koma untuk menandakan urutan","Jawabannya harus dipisahkan dengan koma untuk menunjukkan urutan"
"required information","Informasi yang Dibutuhkan","Informasi yang Dibutuhkan"
"Question Text","Teks pertanyaan","pertanyaan Teks"
"Question Type","Jenis pertanyaan","tipe pertanyaan"
"-- Select Orientation --","- Pilih Orientasi ","- Pilih Orientasi "
"-- Select Question Type --","- Pilih Jenis Pertanyaan ","- Pilih Jenis Pertanyaan "
"Vertical","Vertikal","Vertikal"
"Add Q & A","Tambah Q & A","Tambahkan Q & A"
"Delete Question","Hapus Pertanyaan","Hapus Pertanyaan"
"Question List","Daftar pertanyaan","Daftar pertanyaan"
"Delete Image","Hapus Gambar","Hapus Gambar"
"Are you sure you want to delete this image?","Apakah Anda yakin ingin menghapus gambar ini?","Apakah Anda yakin ingin menghapus gambar ini?"
"Delete Student","Hapus murid","Hapus Mahasiswa"
"Are you sure you want to delete this account?","Apakah Anda yakin ingin menghapus akun ini?","Apakah Anda yakin ingin menghapus akun ini?"
"Date Earned","Tanggal Perolehan","Tanggal Perolehan"
"Delete Badge","Hapus lencana","Hapus Badge"
"Are you sure you want to delete this Badge?","Apakah Anda yakin ingin menghapus lencana ini?","Apakah Anda yakin ingin menghapus Badge ini?"
"Edit Points","Ubah poin","mengedit Poin"
"Edit Badges","Ubah lencana","mengedit Lencana"
"Event","Acara","Peristiwa"
"Manual","manual","panduan"
"Student Management","Manajemen Murid","Manajemen Mahasiswa"
"Student List","Daftar Murid","Daftar siswa"
"Badge name","nama Lencana","nama Badge"
"Point History","Riwayat","titik Sejarah"
"Student Details","Rincian murid","Detail mahasiswa"
"View Rewards","lihat Hadiah","Lihat Imbalan"
"Add Subject","Tambah subyek","Tambahkan Subjek"
"Subject Code","Kode subjek","Kode subjek"
"Delete Subject","Hapus Subjek","Hapus Subjek"
"Are you sure you want to delete this subject?","Apakah Anda yakin ingin menghapus subyek ini?","Apakah Anda yakin ingin menghapus topik ini?"
"Add Subject Area","Tambah area subyek","Tambahkan Area Subjek"
"Area Code","Kode area","Kode area"
"Subject Name","Nama subyek","Nama subjek"
"Delete Subject Area","Hapus area subyek","Hapus Area Subjek"
"Are you sure you want to delete this subject area?","Apakah Anda yakin ingin menghapus area subyek ini?","Apakah Anda yakin ingin menghapus mata pelajaran ini?"
"Update Subject Area","Perbaharui area subyek","Update Area Subjek"
"Back Links","Tautan Kembali","Kembali ke Jurusan"
"Back to Subject","Kembali ke subyek","Subjek Daftar Lokasi"
"Subject Area Management","manajemen area subyek","Management Area subjek"
"Update Subject","Perbaharui subyek","Update Subjek"
"Subject List","Daftar subyek","Daftar subjek"
"Subject Management","manajemen subyek","Manajemen subjek"
"Delete Tip","hapus petunjuk","Hapus Tip"
"Are you sure you want to delete this tip?","Apakah anda yakin ingin menghapus petunjuk ini ?","Bạn có chắc chắn muốn xóa mẹo này?"
"Rate this tip","Nilai petunjuk ini","Beri tip ini"
"Tip Content","Konten petunjuk","tip Konten"
"Tip Details","Rincian petunjuk","Detail tip"
"Tip Status","Status petunjuk","Status tip"
"Tip List","Daftar petunjuk","Daftar tip"
"Admin Dashboard","Dasbor admin","Dashboard Admin"
"Invoice","Faktur","Faktur"
"Manage Admin","kelola Admin","mengelola Admin"
"Manage Client","kelola Klien","mengelola Klien"
"Manage Student","kelola Murid","mengelola Mahasiswa"
"Master Settings","Pengaturan utama","Pengaturan Guru"
"Module Management","Manajemen modul","Manajemen modul"
"Price Management","Manajemen Harga","Manajemen Harga"
"Price & Discounts","Harga & Diskon","Harga & Diskon"
"User Management","manajemen pengguna","manajemen pengguna"
"Client Dashboard","dasbor klien","Dashboard klien"
"Confirm Account as","Konfirmasi akun sebagai","Konfirmasi Rekening sebagai"
"Your email account has been successfully confirmed.","akun email Anda telah berhasil dikonfirmasi","account email Anda telah berhasil dikonfirmasi"
"You will be receiving an email shortly by our Admin if your registration has been approved or not.","Anda akan segera menerima email dari Admin apabila pendaftaran Anda telah disetujui ataupun tidak.","Anda akan menerima email segera oleh Admin jika pendaftaran Anda telah disetujui atau tidak."
"If you have not yet receive the email, please check your inbox or your spam folder.","Apabila Anda belum menerima email, periksa kotak masuk atau folder spam Anda","Jika Anda belum menerima email, periksa kotak masuk atau folder spam Anda"
"Bulletin Board","Papan pengumuman","Papan pengumuman"
"Not a Parent / Teacher / School?","Bukan Orang Tua / Guru / Sekolah?","Bukan Orang Tua / Guru / Sekolah?"
"Enter Reset Code","masukkan kode reset","Masukkan Atur Kode"
"Reset Code Resent","Kirim ulang kode reset","Ulang Kode Membenci"
"Reset Code","kode reset","ulang Kode"
"Resend Code","Kirim ulang kode","Kode Kirim Ulang"
"Proceed","Lanjut","Memproses"
"Retrieve Password","Pulihkan kata sandi","Ambil Sandi"
"Reset Code Sent","Kode Reset Terkirim","Ulang Kode Terkirim"
"Please check your inbox or your spam folder for the email.<br />The email contains a reset code that you need to input below.","Silakan periksa kotak masuk atau folder spam Anda untuk email bersangkutan. <br/> Email tersebut berisi kode reset yang perlu Anda masukkan dibawah ini","Silakan periksa kotak masuk atau folder spam Anda untuk email. <br /> Email berisi kode reset yang Anda perlu untuk memasukkan bawah"
"Teacher Registration","Pendaftaran guru","Pendaftaran guru"
"Register New Account","Daftar akun baru","Registrasi Akun Baru"
"Please enter the confirmation code to confirm your email account.","Silakan masukkan kode konfirmasi untuk mengkonfirmasi akun email Anda","Silahkan masukkan kode konfirmasi untuk mengkonfirmasi akun email Anda"
"Please Login then proceed to My Profile to confirm your new email address.","Silakan Login kemudian lanjut ke Profil Saya untuk mengkonfirmasi alamat email baru Anda","Silakan Log In kemudian dilanjutkan ke Profil saya untuk mengkonfirmasi alamat email baru Anda"
"Thank you for registering to Future Lesson!","Terima kasih telah mendaftar di Future Lesson!","Terima kasih telah mendaftar untuk Pelajaran Masa Depan!"
"A confirmation code has been sent to your email account.","Kode konfirmasi telah dikirim ke akun email Anda","Kode konfirmasi telah dikirim ke akun email Anda"
"Please enter the confirmation code to verify your email address and to setup your new password.","Silakan masukkan kode konfirmasi untuk memverifikasi alamat email dan memperbaharui kata sandi anda.","Silahkan masukkan kode konfirmasi untuk memverifikasi alamat email Anda dan setup password baru Anda."
"A new confirmation code has been sent to your email account.","Kode konfirmasi baru telah dikirimkan ke akun email Anda","Kode konfirmasi baru telah dikirimkan ke akun email Anda"
"You\re","Anda","Anda"
"Register Account as","Daftar akun sebagai","Register Account as"
"Sign up via Facebook","Daftar via Facebook","Mendaftar via Facebook"
"Sign up with Google","Daftar via Google","Sign up with Google"
"FUTUREED PTE LTD CLIENT TERMS AND CONDITIONS","Syarat dan ketentuan klien FUTUREED PTE LTD","CLIENT FUTUREED PTE LTD Syarat dan Ketentuan"
"Thank you for choosing Futureed Pte Ltd for your assessment needs.<br/>We intend to provide provide you with a best-in-industry products that are of high quality, price competitive, psychometrically sound and in a technically reliable manner.<br/>To achieve that goal, we need to make certain legal declarations to ensure that our Service is being used in a reasonable, safe, and legal way.<br/>These Terms may be updated from time to time. Notice of modifications to these Terms will appear on this page.","Terima kasih telah memilih Futureed Pte Ltd untuk kebutuhan anda. Kami bertujuan untuk memberikan kepada anda produk terbaik yang berkualitas tinggi, dengan harga yang kompetitif, rasional dan dipercaya secara teknis. Dalam rangka mencapai tujuan itu, Kami harus membuat pernyataan legal untuk memastikan layanan kami digunakan secara layak, aman dan tidak bertentangan dengan hukum. Syarat dan Ketentuan ini akan senantiasa diperbaharui dari waktu ke waktu. Pemberitahuan mengenai perubahan dalam Syarat dan Ketentuan akan muncul di halaman ini.","Thank you for choosing Futureed Pte Ltd for your assessment needs. <br/> We intend to provide provide you with a best-in-industry products that are of high quality, price competitive, psychometrically sound and in a technically reliable manner. <Br /> to achieve that goal, we need to make certain legal declarations to ensure that our Service is being used in a reasonable, safe, and legal way. <br/> These Terms may be updated from time to time. Notice of modifications to these Terms will appear on this page."
"Introduction","Pendahuluan","Pendahuluan"
"If you are using Futureed Pte Ltd on behalf of a business entity or other organization, you represent and warrant to KCGA that you have the authority to legally bind such business entity or other organization to these Terms and Conditions of Use.<br/>In such event, both you, acting on behalf of the business entity or other organization, and the business entity or other organization for whom you act, are jointly and severally bound by these Terms and Conditions of Use and references in these Terms and Conditions of Use to ""Customer,"" ""you"" or ""your"" refer to both you, acting on behalf of the business entity or other organization, and the business entity or other organization for whom you act, jointly and severally. It also implies that if you transfer the administration of the account of your organization to another person within the same organization, that person will also be taken legally to be representing and acting on behalf of the business entity of the registration and account.","Jika anda atas nama entitas bisnis atau organisasi menggunakan jasa Futureed Pte Ltd, anda mewakili dan menjamin kepada KCGA bahwa anda memiliki hak dan wewenang untuk menyatakan bahwa perusahaan anda terikat dengan Syarat dan Ketentuan yang berlaku. 
Dan juga pihak yang menggunakan jasa anda yang berdasarkan pada jasa Futureed Pte Ltd ( disebut ""Pelanggan"" ), bersama-sama dengan anda, terikat dengan Syarat dan Ketentuan yang berlaku
Jika anda memindahkan hak administrasi organisasi anda kepada orang lain dalam organisasi yang sama, orang tersebut dianggap secara hukum dapat mewakili perusahaan/organisasi.","If you are using Futureed Pte Ltd on behalf of a business entity or other organization, you represent and warrant to KCGA that you have the authority to legally bind seperti business entity or other organization to these Terms and Conditions of Use. <br/> In such event, both you, acting on behalf of the business entity or other organization, and the business entity or other organization for whom you act, are jointly and severally bound by these Terms and Conditions of Use and references in these Terms and Conditions of Use to ""Customer,"" ""you"" or ""your"" refer to both you, acting on behalf of the business entity or other organization, and the business entity or other organization for whom you act, jointly and severally. It also implies that if you transfer the administration of the account of your organization to another person within the same organization, that person will also be taken legally to be representing and acting on behalf of the business entity of the registration and account."
"Using Futureed","Menggunakan Futureed","Menggunakan Futureed"
"Futureed Pte Ltd is made available by Kosh Consulting Group (Asia) Pte Ltd (KCGA) and provides an online assessmsessment tools to remotely test candidates on areas of psychometric abilities and personality.<br/>The two entities are used interchangeably for legal purposes.<br/>By registering to use Futureed, you are consenting to the terms and conditions as follows in this agreement.<br/>We also have a privacy policy which you can also find on our website.","Futureed Pte Ltd dioperasikan oleh Kosh Consulting Group (Asia) Pte Ltd (KCGA) dan menyediakan sarana latihan online untuk menguji kandidat dalam bidang kemampuan psikometrik dan personalitas. Kedua entitas dapat digunakan secara bergantian untuk keperluan hukum. Dengan mendaftar untuk menggunakan Futureed, anda tunduk kepada Syarat dan Ketentuan yang berlaku dalam perjanjian ini. Kebijakan Privasi kami juga bisa anda temukan di situs kami.","Futureed Pte Ltd disediakan oleh Kosh Consulting Group (Asia) Pte Ltd (KCGA) dan menyediakan alat penilaian online untuk jarak jauh uji pada daerah mana Calon psikometri Kemampuan dan kepribadian. <br/> Dua entitas digunakan secara bergantian untuk Keperluan hukum. dengan mendaftarkan untuk menggunakan <br/> Futureed, Anda menyetujui syarat dan ketentuan dalam perjanjian ini sebagai berikut. <br/> kami memiliki Cung kebijakan privasi mà Anda dapat temukan di website kami Cung."
"Otherwise, if you fail to have the legal authority to bind such business entity or other organization or if you are not using the Futureed Pte Ltd site on behalf of a business entity or other organization, you agree that these Terms and Conditions of Use are binding to you in your individual capacity and references in these Terms and Conditions of Use to ""KCGA Customer,"" ""you"" or ""your"" refer to you in your individual capacity.","Jika anda tidak memiliki hak dan wewenang untuk menyatakan entitas bisnis atau organisasi anda terikat secara hukum dengan Syarat dan Ketentuan ini atau jika anda tidak mewakili entitas bisnis atau organisasi, anda setuju bahwa anda sebagai individu terikat dengan Syarat dan Ketentuan ini beserta referensinya yang menyatakan anda sebagai ""Pelanggan KCGA","Otherwise, if you fail to have the legal authority to bind seperti business entity or other organization or if you are not using the Futureed Pte Ltd site on behalf of a business entity or other organization, you agree that these Terms and Conditions of Use are binding to you in your individual capacity and references in these Terms and Conditions of Use to ""KCGA Customer,"" ""you"" or ""your"" refer to you in your individual capacity."
"Responsibility for Use","Tanggung jawab untuk Penggunaan","Tanggung jawab untuk Penggunaan"
"As the account user or user of Futureed, you assume full responsibility for all use of Futureed Pte Ltd by yourself and others within your organization.<br/>You agree that each individual who accesses and uses Futureed Pte Ltd acts on behalf and for the account of the Customer, and the Customer is responsible for any wrongful acts, and omissions by a user, and a user’s breach or default of these Terms and Conditions of Use.","Sebagai pemilik akun dan pengguna jasa Futureed, anda dan pengguna lainnya dalam organisasi anda bertanggung jawab penuh terhadap penggunaan Futureed Pte Ltd. Anda setuju bahwa setiap individu yang mengakses dan menggunakan jasa Futureed Pte Ltd atas nama akun Pelanggan, bertanggung jawab atas segala tindakan yang salah, kelalaian dan pelanggaran yang terjadi terhadap Syarat dan Ketentuan yang berlaku.","As the account user atau user of Futureed, you assume full responsibility for all use of Futureed Pte Ltd by yourself and others within your organization. <br/> Anda setuju that each individual who accesses and uses Futureed Pte Ltd acts on behalf and for the account of the Customer, and the Customer is responsible for any wrongful acts, and omissions by a user, and a user s breach or default of these Terms and Conditions of Use."
"You represent, warrant, and covenant that:","Anda mewakili, menjamin dan berjanji bahwa","Anda mewakili, surat perintah, dan perjanjian yang"
,,
"You will submit reasonable and appropriate documentation as requested by KCGA for us to make an assessment on your suitability and qualification to use the Futureed Pte Ltd products and services.","Anda akan mengajukan dokumen yang layak dan sesuai seperti yang diminta oleh KCGA. Dokumen tersebut akan digunakan untuk menilai kelayakan dan kualifikasi anda untuk menggunakan produk dan servis dari Futureed Pte Ltd.","Anda akan menyerahkan dokumentasi wajar dan sesuai seperti yang diminta oleh KCGA bagi kita untuk membuat penilaian pada kesesuaian dan kualifikasi untuk menggunakan produk dan jasa Futures Pte Ltd."
,,
"You will ensure that reasonable safeguards are taken for the protection of your password. You understand that we do not have access to your password and that you must create a new unique password in the event that you lose or forget your password.","Anda memastikan bahwa pengamanan yang wajar telah diambil untuk melindungi kata sandi Anda. Anda memahami bahwa bahwa kami tidak memiliki akses ke kata sandi Anda dan Anda harus membuat kata sandi baru apabila Anda kehilangan atau lupa kata sandi Anda.","Anda akan memastikan bahwa pengamanan yang wajar diambil untuk melindungi sandi Anda. Anda memahami bahwa kita tidak memiliki akses ke password Anda dan bahwa Anda harus membuat password yang unik baru dalam acara yang Anda kehilangan atau lupa password Anda."
,,
"We will have the right to delete your Futureed Pte Ltd account and all associated records after a period of 18 months of inactivity on your Futureed Pte Ltd account.","Kami memiliki hak untuk menghapus akun Futureed Pte Ltd Anda beserta semua rekaman terkait apabila akun anda tidak aktif selama 18 bulan.","Kami akan memiliki hak untuk menghapus akun Masa Depan Pte Ltd dan semua catatan terkait setelah periode 18 bulan tidak aktif di akun Masa Depan Pte Ltd Anda."
,,
"You are solely responsible for backing up all data and records submitted to Futureed Pte Ltd and assume full responsibility for providing backup storage facility for records for any candidate records that are captured on Futureed, and you agree not to rely on Futureed Pte Ltd for storage of the results of candidate assessments.","Anda bertanggung jawab untuk membuat cadangan terhadap data dan rekaman yang diajukan ke Futureed Pte Ltd dan bertanggung jawab penuh untuk menyediakan fasilitas penyimpanan cadangan untuk rekaman kandidat yang ada di Futureed. Anda setuju untuk tidak bergantung kepada Futureed Pte Ltd atas penyimpanan hasil latihan kandidat.","Anda bertanggung jawab untuk membuat cadangan semua data dan catatan yang disampaikan kepada Futureed Pte Ltd dan berasumsi tanggung jawab penuh untuk menyediakan fasilitas penyimpanan cadangan untuk catatan untuk setiap catatan calon yang ditangkap pada Futures, dan Anda setuju untuk tidak bergantung pada Futureed Pte Ltd untuk penyimpanan hasil penilaian calon."
,,
"No Unlawful Use","Penggunaan yang tidak melanggar hukum","Tidak Gunakan Melanggar Hukum"
,,
"As a responsible user, you agree that you will not use the Futureed Pte Ltd site, or any product, or service provided by or made available on or from the Futureed Pte Ltd site for any unlawful purpose.","Sebagai pengguna yang bertanggung jawab, Anda setuju bahwa Anda tidak akan menggunakan situs, produk, atau layanan apapun dari Futureed Pte Ltd untuk tujuan yang melanggar hukum.","Sebagai pengguna bertanggung jawab, Anda setuju bahwa Anda tidak akan menggunakan Futures Pte Ltd situs, atau produk apapun, atau layanan yang disediakan oleh atau tersedia pada atau dari situs Future Pte Ltd untuk tujuan tidak sah."
,,
"Specifically, you agree to not use the Service to:","Secara khusus, Anda setuju untuk tidak menggunakan Layanan untuk","Secara khusus, Anda setuju untuk tidak menggunakan Layanan untuk"
,,
"Use any device, software, or routine to interfere or attempt to interfere with the proper working of the Futureed Pte Ltd site or any activity being conducted on the Futureed Pte Ltd site.","Menggunakan peralatan, perangkat lunak, ataupun rutinitas yang dapat mempengaruhi atau berusaha mempengaruhi kinerja dan fungsi dari situs Futureed Pte Ltd","Gunakan perangkat, perangkat lunak, atau rutin untuk mengganggu atau berusaha mengganggu kerja yang tepat dari situs Future Pte Ltd atau kegiatan apapun yang dilakukan di situs Future Pte Ltd."
,,
"Upload, post, email, transmit or otherwise make available any Content that is unlawful, harmful, threatening, abusive, harassing, tortious, defamatory, vulgar, obscene, pornographic, libelous, invasive of another\s","Mengunggah, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi dengan cara maupun dalam bentuk atau format apapun, satu atau lebih Konten yang melanggar hukum, membahayakan, mengancam, menghina, melecehkan, menyakitkan, memfitnah, vulgar, cabul, pornografi, pencemaran nama, invasif terhadap lainnya","Upload, posting, email, mengirimkan atau menyediakan Materi apa pun yang melanggar hukum, membahayakan, mengancam, kasar, melecehkan, menyakitkan, memfitnah, vulgar, cabul, pornografi, memfitnah, invasif lain \ s"
,,
"Harm minors in any way;","Membahayakan anak di bawah umur dengan cara apapun","anak di bawah umur salahnya dengan cara apapun"
,,
"Impersonate any person or entity, including, but not limited to, a KCGA official, or host, or falsely state or otherwise misrepresent your affiliation with a person or entity;","tidak melakukan tindakan berpura-pura sebagai orang lain/entitas lain, memberikan keterangan, identitas atau informasi atau yang salah, tidak benar atau palsu, atau mengaku sebagai orang lain atau pihak tertentu","Berkedok sebagai orang atau badan, termasuk, namun tidak terbatas pada, pejabat KCGA, atau host, atau secara negara atau menggambarkan diri Anda dengan seseorang atau entitas;"
,,
"Forge headers or otherwise manipulate identifiers in order to disguise the origin of any Content transmitted through Futureed;","Memalsukan kop atau memanipulasi identifikasi untuk menyamarkan sumber Konten yang dikirimkan lewat Futureed","Memalsukan kop atau memanipulasi pengidentifikasi untuk menyamarkan asal Materi yang dikirimkan lewat Futureed"
,,
"Upload, post, email, transmit or otherwise make available any Content that you do not have a right to make available under any law or under contractual or fiduciary relationships (such as inside information, proprietary and confidential information learned or disclosed as part of employment relationships or under nondisclosure agreements);","Mengunggah, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi dengan cara maupun dalam bentuk atau format apapun, satu atau lebih Konten apa pun yang Anda tidak memiliki hak untuk membuat tersedia di bawah undang-undang atau ikatan kontrak atau berdasar kepercayaan (seperti informasi dari orang dalam, kepemilikan dan informasi rahasia yang hanya diketahui atau diberikan sebagai bagian dari hubungan kerja atau di dalam perjanjian kerahasiaan)","Upload, posting, email, mengirimkan atau menyediakan Materi apa pun yang Anda tidak memiliki hak untuk membuat tersedia di bawah undang-undang atau ikatan kontrak atau fidusia (seperti informasi, kepemilikan dan informasi rahasia yang diketahui atau diberikan sebagai bagian dari hubungan kerja atau di bawah perjanjian non pengungkapan)"
,,
"Upload, post, email, transmit or otherwise make available any Content that infringes any patent, trademark, trade secret, copyright or other proprietary rights of any party;","Mengunggah, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi dengan cara maupun dalam bentuk atau format apapun, satu atau lebih Konten apa pun yang melanggar hak paten, merek dagang, rahasia dagang, hak cipta atau hak milik lainnya dari pihak manapun","Upload, posting, email, mengirimkan atau menyediakan segala bentuk Materi yang melanggar hak paten, merek dagang, rahasia dagang, hak cipta atau hak milik lainnya dari pihak manapun"
,,
